SIZE-3year,GR-PROFIT-MARGIN-3year,CAPITAL-EMPLOYED-TURNOVER-3year,STOCKHOLDERS-EQUITY-TURNOVER-3year,CAPITAL-EMPLOYED/NET-FIXED-ASSETS-3year,DEBT/EQUITY-3year,EQUITY/CAPITAL-EMPLOYED-3year,WORKING-CAPITAL/TOTAL-ASSETS-3year,AV-COLLECTION-PERIOD-FOR-RECIEVABLES-3year,AV-PAYMENT-PERIOD-3year,AV-TURNOVER-PERIOD-FOR-INVENTORIES-3year,SCALED-CHANGE-ASSETS-2year,SIZE-2year,CH.NET-INCOME-2year,GR-PROFIT-MARGIN-2year,CAPITAL-EMPLOYED-TURNOVER-2year,STOCKHOLDERS-EQUITY-TURNOVER-2year,CAPITAL-EMPLOYED/NET-FIXED-ASSETS-2year,DEBT/EQUITY-2year,EQUITY/CAPITAL-EMPLOYED-2year,WORKING-CAPITAL/TOTAL-ASSETS-2year,AV-COLLECTION-PERIOD-FOR-RECIEVABLES-2year,AV-PAYMENT-PERIOD-2year,AV-TURNOVER-PERIOD-FOR-INVENTORIES-2year,final
16.42307,25.68,0.29,0.29,18.53,0.09,1,0.014448,98,77,42,-0.044508,16.333994,-0.559923,23.94,0.36,0.36,21.02,0.06,1,0.026673,23,11,62,Non-Bankrupted
14.636128,17.67,23.24,26.04,3.32,11.16,0.89,0.062943,117,102,53,0.006606,14.64934,0.431295,17.73,19.05,19.52,8.8,7.28,0.98,0.108596,103,71,45,Non-Bankrupted
15.35182,6.79,5.41,6.3,40.55,2.13,0.86,0.362783,66,97,58,-0.147141,15.055386,0.476205,10.22,6.95,8.25,52.14,1.24,0.84,0.519509,32,19,36,Non-Bankrupted
14.569778,37.71,81.88,81.87,0.62,95.49,1,-0.011289,210,454,323,-0.064873,14.439849,-0.00555,47.47,27.21,57.1,1.26,83.74,0.48,-0.000536,187,751,598,Non-Bankrupted
14.015868,45.28,1.22,1.63,0.78,1.24,0.75,-0.197244,14,321,184.373027,0.014268,14.044407,-0.715769,33.9,1.14,1.47,0.88,1.11,0.77,-0.109767,15,270,288.081482,Non-Bankrupted
14.653429,36.82,1.57,1.61,1.99,0.54,0.98,0.327918,172,58,8,0.097796,14.849648,0.153974,41.47,1.15,1.17,2.92,0.33,0.98,0.500591,198,59,30,Non-Bankrupted
14.839568,22.42,0.92,0.97,1.71,0.24,0.95,0.347642,188,43,18,0.143561,15.128687,0.530583,35.39,1.18,1.22,1.72,0.25,0.97,0.346695,162,39,16,Non-Bankrupted
16.031355,23.97,1.7,1.71,2.18,0.74,0.99,0.312788,155,89,120,0.041479,16.114362,-0.80552,15.63,1.32,1.32,1.95,0.98,1,0.245314,232,102,184,Non-Bankrupted
13.895047,9.19,40.24,40.24,1.45,9.65,1,0.025859,60,93,30,0.147726,14.192677,-0.27905,9.92,88.41,88.41,0.83,30.18,1,-0.008915,91,120,32,Non-Bankrupted
11.819741,15.77,3.6,3.6,8.43,1.08,1,0.404683,86,41,30,0.09135,12.002952,-0.074765,15.07,3.44,3.44,6.51,1.5,1,0.324683,120,44,20,Non-Bankrupted
15.166849,16.36,2.77,2.77,9.93,1.01,1,0.431058,234,85,184.373027,-0.361557,14.409496,-1,26.57,8.59,8.64,2.32,4.21,0.99,0.071776,151,208,288.081482,Non-Bankrupted
13.413584,0,0.01,0.01,1.02,0.01,1,0.020926,246.97897,5446.683763,184.373027,0.001415,13.416414,0.212132,0,0,0,1.03,0.01,1,0.02981,240.255592,577.874907,288.081482,Non-Bankrupted
12.538207,39.22,1.62,1.62,0.43,2.23,1,-0.408913,129,864,45,-0.093539,12.35058,-1,11.57,2.11,2.11,0.47,1.68,1,-0.428397,56,334,17,Non-Bankrupted
14.541795,29.19,35.48,35.48,1.18,12.06,1,0.004837,11,161,119,0.036727,14.615281,0.080038,31.37,17.97,17.97,3.46,5.57,1,0.101122,14,150,119,Non-Bankrupted
15.300688,31.86,6.69,6.69,0.93,4.45,1,-0.015173,188,172,76,-0.001275,15.298138,0.508972,33.55,7.28,7.28,1.05,4.45,1,0.005903,178,131,61,Non-Bankrupted
15.25076,45.49,0.72,0.74,3.52,0.53,0.97,0.47754,52,144,990,0.001029,15.252819,0.001108,46.07,0.88,0.89,3.46,0.51,0.99,0.471332,61,80,747,Non-Bankrupted
15.716996,13.97,2.63,2.86,0.84,2.02,0.92,-0.068102,73,137,170,0.11818,15.954466,-0.314455,12.45,1.7,2.01,0.83,1.86,0.84,-0.085742,104,183,158,Non-Bankrupted
15.388187,12.9,30.6,35.91,5.7,17.85,0.85,0.050835,150,119,35,-0.041958,15.304223,-0.763716,11.32,23.97,27.89,1.46,15.3,0.86,0.021889,146,113,50,Non-Bankrupted
15.412343,24.43,6.39,8.57,0.13,20.29,0.75,-0.433834,271,115,92,0.01765,15.447647,0.919293,28.7,6.19,6.21,0.1,19.91,1,-0.421718,273,226,112,Non-Bankrupted
13.954661,15.8,4.29,5.02,1.39,4.37,0.85,0.057426,0,0,37,0.153138,14.263366,-0.074516,15.32,6.06,7.35,1.17,6.64,0.82,0.020448,271,151,38,Non-Bankrupted
15.528414,29.49,7.59,8.49,0.99,3.9,0.89,-0.009017,90,93,85,0.067456,15.663531,0.074942,20.39,4.04,5.76,0.82,4.19,0.7,-0.069321,139,94,87,Non-Bankrupted
15.451607,18.84,3.4,3.59,1.07,1.87,0.95,0.025316,154,85,19,0.077138,15.60619,0.149897,16.46,3.43,4.57,1.54,2.12,0.75,0.150162,122,62,20,Non-Bankrupted
15.542377,23.54,13.02,13.02,20.97,12.85,1,0.068291,298,225,73,-0.012674,15.517027,-0.22427,22.79,10.57,10.57,43.28,12.95,1,0.069497,371,258,97,Non-Bankrupted
15.953653,26.74,5.66,6.01,0.66,2.27,0.94,-0.189776,39,93,38,0.035789,16.025261,0.046534,26.68,3.76,5.18,0.86,2.01,0.73,-0.097329,55,94,34,Non-Bankrupted
14.703808,37.52,2.55,2.55,1.02,1.33,1,0.003702,163,229,21,0.350394,15.435594,-1,36.55,1.5,1.5,2.23,0.88,1,0.287127,222,260,8,Non-Bankrupted
15.487443,25.49,0.92,0.94,1.81,0.89,0.98,0.239739,93,103,168,-0.048218,15.390932,-1,8.47,0.95,0.95,1.88,0.99,1,0.21437,103,111,167,Non-Bankrupted
15.731878,29.22,0.75,0.92,1.46,1.14,0.81,0.18216,259,199,349,0.090783,15.913944,0.468981,26.72,0.98,1.15,1.37,1.4,0.85,0.130375,253,151,274,Non-Bankrupted
15.613525,18.36,11.2,12.76,14.73,17.48,0.88,0.057473,168,302,339,0.105195,15.824697,-0.376785,24.03,6.76,7.7,26.94,21.82,0.88,0.048007,536,678,620,Non-Bankrupted
16.261987,14.03,88.8,240.21,1.69,127.24,0.37,0.00433,138,166,184.373027,-0.055437,16.151,-0.007402,13.84,68.59,176.76,2.79,83.64,0.39,0.015385,93,155,288.081482,Non-Bankrupted
16.337165,10.75,5.36,5.55,0.4,9.21,0.97,-0.150211,254,172,222,-0.249252,15.827935,-0.65838,-5.99,0,0,0,0,0,-0.444835,156,137,31,Non-Bankrupted
15.326028,8.42,1.54,1.86,1.01,1.11,0.83,0.000883,138,100,15,0.179214,15.688368,0.562615,11.77,1.59,1.99,0.77,1.54,0.8,-0.147844,148,144,13,Non-Bankrupted
15.196056,13.61,1.58,1.61,1.63,0.68,0.99,0.232835,112,128,103,0.106319,15.409502,0.454851,17.82,1.45,1.7,1.96,0.83,0.85,0.315029,125,140,109,Non-Bankrupted
16.07431,26.99,2,2.01,15.89,0.26,1,0.745644,105,52,96,0.021181,16.116678,-0.49823,28.63,1.51,1.52,17.25,0.22,1,0.777101,118,58,138,Non-Bankrupted
13.165808,95.11,0.66,0.66,3.42,0.06,1,0.668325,205,392,3690,0.119582,13.406122,-0.051584,95.27,0.46,0.46,4.23,0.06,1,0.721325,231,141,5130,Non-Bankrupted
14.712905,36.71,7.34,7.4,4.45,4.89,0.99,0.13248,228,164,61,0.055782,14.824585,-0.033386,43.87,6.06,6.06,4.55,4.52,1,0.141083,247,68,120,Non-Bankrupted
15.126446,40.15,17.06,17.06,0.76,6.04,1,-0.121305,81,168,184.373027,0.30024,15.746013,-0.608644,24.85,33.39,33.39,0.95,13.14,1,-0.047149,115,140,288.081482,Non-Bankrupted
16.762412,100,0,0,101.31,0,1,0.448368,85,5446.683763,184.373027,0.056025,16.874579,-0.975844,0,0,0,143.16,0,1,0.215509,0,577.874907,288.081482,Non-Bankrupted
14.330901,22.21,9.35,9.35,0.49,6.86,1,-0.188736,89,104,130,0.146439,14.625901,-0.457055,24.68,11.43,13.09,0.25,13.47,0.87,-0.305498,88,135,128,Non-Bankrupted
11.415599,53.53,17.4,17.4,7.02,2.26,1,0.264533,7,34,8,0.103237,11.622811,0.496601,59.34,9.2,9.2,5.19,0.96,1,0.412131,13,37,15,Non-Bankrupted
15.753237,33.7,5.31,5.39,0.73,2.83,0.98,-0.134669,58,62,92,0.204902,16.168926,0.456087,33.15,2.93,3.06,1.21,1.92,0.96,0.035737,100,43,169,Non-Bankrupted
14.476195,36.06,0.21,0.24,1.08,0.26,0.87,0.065595,225,32,184.373027,0.00624,14.488675,0.004797,26.22,0.39,0.44,2.36,0.22,0.9,0.468774,505,8,288.081482,Non-Bankrupted
16.429839,58.7,0.64,0.64,1.05,0.54,1,0.027969,319,551,31,0.379327,17.228386,-1,73.17,0.39,0.39,0.84,0.5,1,-0.126415,272,1140,41,Non-Bankrupted
18.002474,0,0.05,0.05,1.07,1.55,1,-0.581426,246.97897,5446.683763,184.373027,-0.005575,17.991323,-0.338207,0,0,0,2.67,0.01,1,0.003303,240.255592,577.874907,288.081482,Non-Bankrupted
15.08441,15.62,2.71,2.96,0.84,1.24,0.91,-0.096712,58,70,42,0.330538,15.771274,-0.401775,11.65,2.81,3.42,0.86,3.18,0.82,-0.049934,161,36,134,Non-Bankrupted
17.023476,47.22,1.89,1.89,0.9,1.29,1,-0.052773,132,322,25,0.059433,17.142483,-1,35.86,3.7,3.76,0.53,2.17,0.98,-0.298809,86,203,8,Non-Bankrupted
12.362204,27.69,1.3,1.3,12.25,0.38,1,0.667248,70,115,380,0.267702,12.910978,0.395002,25.85,1.53,1.53,11.16,1.34,1,0.385441,91,261,564,Non-Bankrupted
12.836658,100,1.87,2.12,30.01,0.66,0.88,0.641398,201,5446.683763,184.373027,0.012462,12.861583,-0.172879,100,1.47,1.67,44.82,0.35,0.88,0.80732,221,577.874907,288.081482,Non-Bankrupted
15.89705,10.31,1.65,1.65,1.4,0.54,1,0.184612,123,35,63,-0.022798,15.851446,-1,6.58,1.75,1.76,1.39,0.63,1,0.171293,116,22,77,Non-Bankrupted
15.57997,22.01,0.37,0.37,1.34,0.28,0.98,0.203822,89,135,528,0.040941,15.661898,0.095465,17.68,0.44,0.45,1.3,0.41,0.98,0.168853,102,172,454,Non-Bankrupted
15.629202,17.95,8.97,9.25,1.75,4.71,0.97,0.076634,123,75,50,0.152069,15.935717,-0.003038,17.04,6.27,6.28,1.99,4.13,1,0.048483,172,81,93,Non-Bankrupted
15.869582,16.08,1.84,2.81,0.86,2.92,0.65,-0.108083,171,68,86,0.083555,16.037082,-1,7.16,2.84,3.82,0.45,5.28,0.74,-0.292893,250,131,44,Non-Bankrupted
14.051179,26.4,47.23,47.23,0.68,16.17,1,-0.050563,111,136,184.373027,0.101442,14.254764,-0.549548,26.48,53.63,53.63,0.88,19.11,1,-0.025781,109,165,288.081482,Non-Bankrupted
11.324002,35.37,4.38,4.38,6.87,3.51,1,-0.277828,109,280,30,-0.124178,11.074358,0.260834,39.38,6.12,6.12,12.5,2.28,1,-0.310097,28,118,12,Non-Bankrupted
14.487084,13.65,17.87,23.72,37.9,13.1,0.75,0.091452,175,146,47,0.024523,14.53614,0.011168,12.09,6.73,26.03,48.42,12.6,0.26,0.278247,162,111,30,Non-Bankrupted
14.339627,10.32,6.22,6.22,0.05,19.17,1,-0.862066,24,1249,15,0.046512,14.432719,-0.995614,-39.83,1.34,1.34,0.08,14.79,1,-0.740123,140,2863,0,Non-Bankrupted
15.070118,30.28,4.75,5.32,3.16,4.39,0.89,0.141738,40,143,24,0.093198,15.257057,-0.121465,18.14,3.58,4,3.95,4.35,0.89,0.155894,40,249,13,Non-Bankrupted
12.822379,42.63,5.2,5.2,0.58,1.28,1,-0.456245,0,49,184.373027,0.366005,13.589983,-0.802051,28.93,0.28,0.28,2.72,0.45,1,0.27315,12,320,288.081482,Non-Bankrupted
11.422891,-0.6,0.9,0.9,0,1.3,1,0.437685,307,368,592,0.061752,11.546554,1,100,1,1,0,1.2,1,0.454458,11,0,0,Non-Bankrupted
10.288784,16.01,7.61,7.66,0,0.66,0.99,0.612224,2,23,82,0.003238,10.295259,-1,12.99,8.3,8.39,0,1.29,0.99,0.439308,2,61,107,Non-Bankrupted
13.860505,2.04,18.17,18.17,0.45,6.59,1,-0.161564,112,105,184.373027,0.190716,14.246664,1,8.21,33.91,34.26,0.32,8.72,0.99,-0.247558,61,69,288.081482,Non-Bankrupted
12.812444,33.25,32.07,32.07,0.45,13.37,1,-0.084526,47,115,88,0.0955,13.004028,-0.596482,24.17,20.97,20.97,0.72,16.14,1,-0.024764,76,253,202,Non-Bankrupted
12.258997,31.4,4.17,4.25,2.31,2.38,0.98,0.170721,113,203,34,0.088313,12.436085,0.361147,30.43,5.18,5.4,8.43,2.81,0.96,0.234385,200,199,25,Non-Bankrupted
13.288591,42.71,3.18,3.18,7.15,3.53,1,0.174452,65,518,731,0.059441,13.407613,-1,44.69,2.02,2.02,3.21,4.6,1,0.109767,70,887,1530,Non-Bankrupted
12.601073,63.48,1.53,1.53,1.15,0.88,1,0.064,151,567,0,0.143757,12.890593,-1,-6.26,2.5,2.5,0.61,2.07,1,-0.21182,166,226,7,Non-Bankrupted
14.607427,13.56,74.58,74.58,0.07,31.98,1,-0.417644,23,140,48,0.468833,15.624575,-0.107712,12.31,0,0,0,0,0,-0.203776,14,275,179,Non-Bankrupted
11.727755,29.66,2.3,2.3,4.04,0.56,1,0.459807,24,123,74,0.159964,12.050453,0.383929,20.62,3.98,3.98,8.49,0.88,1,0.455669,36,49,32,Non-Bankrupted
11.564483,29.51,0.24,0.24,0.38,6.06,1,-0.750302,675,9402,184.373027,0.124698,11.815183,1,96.65,0.63,0.63,2.03,0.92,1,-0.140438,338,10127,288.081482,Non-Bankrupted
14.866475,22.88,0.27,0.27,0.98,0.41,1,-0.019578,180,693,27,0.284204,15.450974,-0.547116,0.71,0.26,0.26,0.83,0.51,1,-0.144783,175,371,25,Non-Bankrupted
13.383538,9.45,3.75,3.75,0.64,3.14,1,-0.137086,175,217,8,0.509115,14.506606,0.675241,18.09,7.02,7.02,0.61,8.68,1,-0.067138,407,71,1,Non-Bankrupted
15.060751,43.67,1.39,1.39,1.33,0.8,1,0.140194,237,266,184.373027,0.205151,15.47696,-0.294666,39.64,1.84,1.84,1.83,1.31,1,0.196319,349,317,288.081482,Non-Bankrupted
12.312894,13.69,6.92,6.92,31.95,2.77,1,0.256126,27,155,61,-0.00487,12.303154,-0.300607,18.63,4.16,4.16,26.27,2.72,1,0.254095,32,272,146,Non-Bankrupted
13.997759,31.58,1.24,1.25,0.86,0.68,0.99,-0.117509,38,135,35,0.100287,14.19901,-1,16.01,0.82,0.82,0.84,1.13,0.99,-0.108354,107,364,192,Non-Bankrupted
12.017361,47.5,15.43,15.43,1.19,6.48,1,0.012077,137,251,21,0.095319,12.20858,-0.21374,39.85,10.69,10.69,1.71,6.99,1,0.044887,229,333,17,Non-Bankrupted
13.743471,22.57,5.83,5.83,0.77,4.01,1,-0.062332,84,174,52,0.298154,14.358455,1,32.39,5.86,5.86,1.55,4.52,1,0.062752,75,249,320,Non-Bankrupted
11.635019,12.86,0.25,0.25,1.58,0.04,1,0.354026,55,66,184.373027,-0.381914,10.830421,0.07371,61.49,0.06,0.06,2.31,0,1,0.57386,0,0,288.081482,Non-Bankrupted
16.691797,0,0.02,0.02,2.57,0.01,1,0.603665,246.97897,5446.683763,184.373027,0.389454,17.51411,-0.230113,0,0.01,0.01,1.78,0,1,0.435793,240.255592,577.874907,288.081482,Non-Bankrupted
13.679207,27.58,1.25,1.25,20.25,0.81,1,0.524881,246.97897,5446.683763,667,-0.047637,13.583861,0.155507,23.97,1.09,1.09,28.89,0.49,1,0.649249,240.255592,577.874907,595,Non-Bankrupted
15.057077,26.28,1.69,1.69,1.19,2.16,1,0.048829,3,326,668,-0.094412,14.867688,-1,-4.16,1.92,1.92,1.03,1.99,1,0.009079,6,150,349,Non-Bankrupted
14.959147,39.31,1.71,1.72,1.69,1.17,0.99,0.186734,114,0,308,0.120561,15.201448,1,48.07,1.17,1.18,2.86,0.76,0.99,0.369382,206,0,384,Non-Bankrupted
14.766651,12.28,5.78,5.78,0.93,1.75,1,-0.0282,59,56,33,0.239427,15.254984,0.936642,14.09,8.18,8.66,1.06,2.66,0.94,0.016594,60,62,28,Non-Bankrupted
17.73013,22.26,0.21,0.25,1.14,0.49,0.84,0.03094,365,208,27,0.085622,17.901794,0.142357,24.79,0.26,0.32,1.19,0.7,0.8,-0.064619,227,39,61,Non-Bankrupted
14.040848,10.56,2.13,2.13,1.37,0.18,1,0.228299,13,19,35,0.07389,14.188897,0.222566,12.25,2.23,2.23,1.43,0.29,1,0.228548,15,22,26,Non-Bankrupted
16.277987,27.17,2.5,2.62,1.92,1.98,0.95,0.165504,203,175,94,0.001771,16.281529,-0.872049,19.16,2.36,2.45,2,2.03,0.96,0.165004,213,176,88,Non-Bankrupted
16.007338,17.45,1.05,1.05,1.24,0.84,1,0.101211,154,254,261,-0.007295,15.992749,-0.793613,15.48,1.06,1.06,1.15,0.81,1,0.07062,139,184,182,Non-Bankrupted
15.875201,28.23,2.02,2.02,1.77,0.6,1,0.273218,91,80,133,-0.019486,15.836224,-0.716055,19.11,1.59,1.59,1.72,0.54,1,0.272412,90,87,158,Non-Bankrupted
14.378253,68.39,2.81,2.84,6.52,1.69,0.99,0.308747,112,106,324,0.296688,14.990022,0.315052,72.32,1.93,4.02,13.98,3.7,0.48,0.371691,131,250,550,Non-Bankrupted
14.597912,12.92,1.01,1.01,0.73,0.83,1,-0.203044,38,70,142,-0.026215,14.545471,0.674278,18.46,1.13,1.13,0.97,0.38,1,-0.02506,62,50,42,Non-Bankrupted
15.558559,24.81,1.82,2.04,1.61,1.18,0.89,0.114791,85,97,142,-0.029267,15.500009,0.21017,25.22,1.81,2,1.83,0.96,0.9,0.171251,76,59,148,Non-Bankrupted
